"dataset_name","feature_id","gene_symbol","baseMean","lfc_shrunk","regulation_direction","lfdr","pvalue","padj","empirical_p","empirical_q","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","standard_significant","HBFSS_significant","effect_class","log2FoldChange","lfcSE","stat","raw_lfc_pass","shrunk_lfc_pass","padj_strong_effect","padj_weak_effect","deseq2_strong_call","deseq2_weak_call","HBFSS_only_call","overlap_call","R0_1","R0_2","R0_3","R0_4","R0_5","ZT6_1","ZT6_2","ZT6_3","ZT6_4","ZT6_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier","neglog10_padj","neglog10_empirical_p"
"RT0_ZT6_remainder_dataset","500103","Gpd1",173.385716106786,1.94730153737605,"upregulated",0.000369841458195721,8.86407602365919e-11,4.0936519096264e-07,6.68554100968777e-12,3.97254435308384e-08,21.7608287622292,0.0194216608556128,1.71171363387262,0.999925406656674,1,TRUE,TRUE,"intermediate",2.04835679194524,0.315853186662292,6.48515474417338,TRUE,TRUE,1,0.999925406656674,FALSE,FALSE,FALSE,TRUE,392.431272824479,356.921328971137,236.441771951258,254.434845844981,157.411110211919,73.8597621004083,48.8285577098255,67.164612315582,46.6907643963851,99.6731347418837,0.10346332131223,0.122533193062558,0.111151608751785,11,FALSE,6.38788908892206,11.17486344285
"RT0_ZT6_remainder_dataset","481724","Kdelr3",32.1120002880536,10.3376804166811,"upregulated",9.8954075685439e-11,7.88189785010211e-14,1.45602298984936e-09,2.66453525910038e-15,7.91632605483512e-11,150.665267499158,0.0194216608556128,1.71171363387262,0.999999999981044,1.14425915446765e-06,TRUE,TRUE,"strong_effect",8.68606475666287,1.16243883455644,7.47227681874313,TRUE,TRUE,1.14425915446765e-06,0.999999999981044,TRUE,FALSE,FALSE,TRUE,19.9964979783174,18.8436726475445,28.8865513243618,192.545288747553,60.8479921827585,0,0,0,0,0,1.15507707917269,0.338387574998481,0.614348714746631,11,FALSE,8.83683176768377,12
"RT0_ZT6_remainder_dataset","268475","-",31.4571828395098,2.94557148628425,"upregulated",0.0218592001378937,7.49139626790786e-08,0.000276777126514124,1.24550814106783e-08,6.16733475688958e-05,23.2837217506606,0.0194216608556128,1.71171363387262,0.999999999981044,1,TRUE,TRUE,"intermediate",3.18548057846972,0.592210344928627,5.37896814155389,TRUE,TRUE,1,0.999999999981044,FALSE,FALSE,FALSE,TRUE,48.7414638221487,29.9281859696295,89.8692707869034,68.7661745526977,44.9746029176911,5.27569729288631,9.76571154196511,8.39557653944776,8.85514497172821,0,0.336331889277871,0.343902165067248,0.340732366168672,5,FALSE,3.55786980380763,7.90465342942071
"RT0_ZT6_remainder_dataset","500532","Nr4a1",35.9244470918113,1.46510502988881,"upregulated",0.0898103159184162,8.09983240059661e-05,0.0997521359574808,3.02190347207798e-05,0.047160321388143,6.62186364470196,0.0194216608556128,1.71171363387262,0.952942990530369,1,TRUE,TRUE,"intermediate",1.72465019178897,0.437570006935818,3.94142689044485,TRUE,TRUE,1,0.952942990530369,FALSE,FALSE,FALSE,TRUE,44.9921204512142,66.5070799325101,25.6769345105438,80.8002550994198,56.8796448664917,11.9902211201961,10.9864254847107,26.5859923749179,15.2952504057124,19.5305466723961,0.117171604147723,0.310273324016631,0.193183177623277,9,FALSE,1.00107779614632,4.51971941233764
"RT0_ZT6_remainder_dataset","116400","-",64.8841999964104,1.51636906205109,"upregulated",0.0464291411993749,1.86180674106221e-05,0.0382146176973803,5.86849865857886e-06,0.0167932749178376,7.9328437915261,0.0194216608556128,1.71171363387262,0.965852717806521,1,TRUE,TRUE,"intermediate",1.730622756597,0.404270807147679,4.28085017765038,TRUE,TRUE,1,0.965852717806521,FALSE,FALSE,FALSE,TRUE,77.48642966598,58.7479206070506,127.314800281447,149.566429652117,84.6580760803597,12.469829965004,32.9592764541322,29.3845178880671,29.7854876321767,46.4692317377701,0.156494665112509,0.204580383249814,0.175774208017262,11,FALSE,1.41777048078001,5.23147299035229
"RT0_ZT6_remainder_dataset","18017","Dlg2",7.56863376824256,7.50529238107039,"upregulated",0.0439722030062377,1.07466207472937e-05,0.0283603321521082,3.17969166663268e-06,0.0109302659467131,41.2612079084695,0.0194216608556128,1.71171363387262,NA,1,TRUE,TRUE,"intermediate",6.59362301837321,1.4980132975093,4.40157843013558,TRUE,TRUE,1,NA,FALSE,FALSE,FALSE,TRUE,42.4925582039245,18.8436726475445,0,7.73619463717849,6.6139121937781,0,0,0,0,0,2.99199657496913,1.19745936818519,1.65829618994655,5,FALSE,1.54728868706503,5.49761499132761
"RT0_ZT6_remainder_dataset","11310","Prmt1",75.6121319716092,3.03181554900715,"upregulated",1.31938767580585e-09,1.68200233167931e-13,1.55358145365559e-09,5.99520433297585e-15,8.90586681168951e-11,43.1190750052613,0.0194216608556128,1.71171363387262,0.999999999981044,0.00487218709007382,TRUE,TRUE,"strong_effect",3.1510999412849,0.427446866625368,7.37191025907474,TRUE,TRUE,0.00487218709007382,0.999999999981044,TRUE,FALSE,FALSE,TRUE,221.211258885136,156.291637841399,140.153267536718,81.6598322813285,80.6897287640928,14.8678741890432,15.8692812556933,9.79483929602238,28.1754612736807,7.40813839297784,0.186567733793912,0.185978121549834,0.186413736092173,4,FALSE,8.80866597192572,12
"RT0_ZT6_remainder_dataset","172009","Vstm2a",6.16133255307454,6.98008800794532,"upregulated",0.0898103159184162,8.02837871427947e-05,0.0997521359574808,2.99221438593289e-05,0.0469391484002109,31.5779690564983,0.0194216608556128,1.71171363387262,NA,1,TRUE,TRUE,"intermediate",6.29686843217778,1.59675070888981,3.94355136159976,TRUE,TRUE,1,NA,FALSE,FALSE,FALSE,TRUE,44.9921204512142,3.3253539966255,6.41923362763596,6.87661745526977,0,0,0,0,0,0,3.47042225900106,1.45418846811295,2.01685374387568,7,FALSE,1.00107779614632,4.52400729339711
"RT0_ZT6_remainder_dataset","41106","-",23.3250893593753,2.34918627620948,"upregulated",0.0898103159184162,6.76158317081875e-05,0.0997521359574808,2.47108545914365e-05,0.0426460098435838,10.8229648350706,0.0194216608556128,1.71171363387262,0.995193210732666,1,TRUE,TRUE,"intermediate",2.75663330199123,0.691835223166705,3.98452291771648,TRUE,TRUE,1,0.995193210732666,FALSE,FALSE,FALSE,TRUE,32.4943092147658,22.16902664417,49.2141244785424,34.3830872763488,64.8163394990254,0,4.88285577098255,4.19778826972388,13.6852240472163,7.40813839297784,0.544878408800256,0.438186468352984,0.487331395775004,9,FALSE,1.00107779614632,4.60711223485177
"RT0_ZT6_remainder_dataset","165045","Slc4a4",16.1127254814867,9.19001258195193,"upregulated",1.84061177713296e-07,8.56296055828963e-12,5.27278567977615e-08,4.90274487674469e-13,3.64150998522416e-09,113.125017761569,0.0194216608556128,1.71171363387262,NA,4.27409686913056e-05,TRUE,TRUE,"strong_effect",7.69218074038921,1.12643276313841,6.82879705927375,TRUE,TRUE,4.27409686913056e-05,NA,TRUE,FALSE,FALSE,TRUE,34.9938714620555,15.518318650919,40.6551463083611,56.7320940059756,13.2278243875562,0,0,0,0,0,0.360735892020053,0.601441089038924,0.506739600435424,6,FALSE,7.27795988085556,12
"RT0_ZT6_remainder_dataset","309239","Pacsin1",25.7700840094041,2.30084620854825,"upregulated",0.0627498506891564,2.1342697286122e-05,0.0394263646966532,6.83379801214024e-06,0.0184574480576847,11.8846480353581,0.0194216608556128,1.71171363387262,0.996415737405873,1,TRUE,TRUE,"intermediate",2.63077289573732,0.618952922949791,4.2503602425846,TRUE,TRUE,1,0.996415737405873,FALSE,FALSE,FALSE,TRUE,86.2348975314939,21.0605753119615,57.7731026487236,46.4171678230709,10.582259510045,5.27569729288631,3.66214182823691,8.39557653944776,4.83007907548811,13.469342532687,0.373199923366236,0.403583055102001,0.38593191425719,10,FALSE,1.40421326515268,5.16533786187166
