"percentile","center_rank_trt","local_fourier_score_trt","iod_amp_scaled_trt","cv2_amp_scaled_trt","center_agreement_trt","center_rank_ctrl","local_fourier_score_ctrl","iod_amp_scaled_ctrl","cv2_amp_scaled_ctrl","center_agreement_ctrl","combined_center_rank","combined_fourier_score","rank_index","candidate_id","cutoff_value","cutoff_quantile","selected","selected_reason"
0.03,906,2.15066970365871,1,0.15066970365871,1,920,2.21732426454562,0.990983099328712,0.226341165216912,1,913,4.36799396820433,913,"combined_fourier_candidate_1",0.00475421019023147,0.971064558045194,TRUE,"combined_fourier_max"
