"comparison_name","feature_id","gene_symbol","pc1_loading_trt_normalized","pc1_loading_ctrl_normalized","pc1_loading_trt_raw","pc1_loading_ctrl_raw","baseMean_original","baseMean_leading_edge","baseMean_remainder","dispGeneEst_original","dispFit_original","dispersion_original","dispGeneEst_leading_edge","dispFit_leading_edge","dispersion_leading_edge","dispGeneEst_remainder","dispFit_remainder","dispersion_remainder"
"RT0_ZT6","100020","Nrip1",-0.0006757798156639,0.000718515879570529,-0.000522764591868836,-0.000213978800279025,19.6146159733904,NA,19.4609856171341,0.661531060204682,0.54409883353095,0.607197901811497,NA,NA,NA,0.649361878026584,0.510603514555109,0.580452586777758
"RT0_ZT6","100055","-",-2.36633328889765e-05,9.14813800241628e-05,-2.84944654364749e-05,-2.2425634903585e-05,1.18415664088307,NA,1.17694882782726,9.20765702541585,6.95026523585153,7.60778010624718,NA,NA,NA,9.18425363161167,7.30154284914094,7.819632268534
"RT0_ZT6","10008","Mag",4.99853213889706e-05,0.000384221796101484,6.14252749316441e-05,-9.41876665950571e-05,2.58804930362242,NA,2.58352435612171,7.1622283276676,3.25195597759888,4.65157808208691,NA,NA,NA,7.16680756226566,3.36628591287165,4.65002096907193
"RT0_ZT6","100116","-",-2.44986745174796e-05,-8.60553855782335e-06,-1.47787925593059e-05,-2.81760850238511e-05,3.26048460482924,NA,3.25004772827066,1.42953492004277,2.60860668733463,2.0655702306561,NA,NA,NA,1.42075574820824,2.69099133821662,2.1334891184104
"RT0_ZT6","100129","Btg3",0.00102531291393932,-0.00137763713635904,0.00111178815531386,-0.00138636825221426,65.2649259967856,NA,65.2901783570693,0.152262785292202,0.256203190318286,0.189440762252258,NA,NA,NA,0.158824455233473,0.203765123027484,0.17705683816483
"RT0_ZT6","100144","RGD1563888",9.37878804420972e-05,-0.000238895050802056,8.95424658298111e-05,-0.00022262648239401,4.50711575154444,NA,4.52306999570053,2.10312367545677,1.92373670961576,2.00253386908045,NA,NA,NA,2.12569137887071,1.95428716570427,2.02642285975566
"RT0_ZT6","100145","RGD1563888",7.81786464224071e-05,8.8019071282389e-05,7.24832028794287e-05,1.78961483750638e-05,1.27718382480199,NA,1.27531604600704,4.49516663379435,6.45367482310383,5.67643080775576,NA,NA,NA,4.50214470386562,6.74402963976124,5.90074897353443
"RT0_ZT6","10017","Usf2",-0.000473360554317335,0.00200508177145031,-0.000279136472807529,-0.00153513732417102,98.0453300798917,NA,97.7999933520177,0.26770506348972,0.214845282500465,0.247605410732403,NA,NA,NA,0.268801365170255,0.160453147352733,0.222151245731609
"RT0_ZT6","10018","Usf2",-0.00061258862015342,-3.31085317809058e-05,-0.000561502274886743,-8.20861900787253e-05,18.124751551708,NA,18.0110230643005,0.630479462424962,0.577932253404194,0.611674552123693,NA,NA,NA,0.628827402862373,0.545794688022434,0.596522218350819
"RT0_ZT6","100191","-",-0.000215575509186801,-0.000157213693750674,-0.000187662019185087,5.36081687940307e-05,7.45438540446193,NA,7.42971797929673,0.617230542949113,1.21552950788447,0.85484050071191,NA,NA,NA,0.616714690023504,1.21847497654616,0.871075335320213
