"percentile","center_rank_trt","local_fourier_score_trt","iod_amp_scaled_trt","cv2_amp_scaled_trt","center_agreement_trt","center_rank_ctrl","local_fourier_score_ctrl","iod_amp_scaled_ctrl","cv2_amp_scaled_ctrl","center_agreement_ctrl","combined_center_rank","combined_fourier_score"
0.01,302,2.15237635571165,0.937049402753931,0.215326952957716,1,307,0.953285121741989,0.857196708138926,0.0866544513389118,0.00943396226415094,304,3.10566147745364
0.02,604,2.03853603260208,0.90827304099788,0.130262991604195,1,613,2.23887648350486,1,0.238876483504856,1,608,4.27741251610693
0.03,906,2.15066970365871,1,0.15066970365871,1,920,2.21732426454562,0.990983099328712,0.226341165216912,1,913,4.36799396820433
0.04,1208,1.18314465884951,0.99709244697531,0.183178648655805,0.0028735632183908,1226,2.05979851045993,0.983988661293552,0.07580984916638,1,1217,3.24294316930944
0.05,1510,0.46344884774748,0.305102998790051,0.156597597209177,0.00174825174825175,1533,0.329608520255259,0.295823840648015,0.0288095552291342,0.00497512437810945,1522,0.793057368002739
0.06,1813,0.266766728698797,0.134858650830311,0.128953868119594,0.00295420974889217,1839,0.195697385925372,0.161000862687657,0.0317553467671271,0.00294117647058824,1826,0.462464114624169
0.07,2115,0.229869051785288,0.125771914560893,0.101637112624149,0.002460024600246,2146,0.225200263535301,0.129873720070649,0.0940889197022764,0.00123762376237624,2130,0.455069315320589
0.08,2417,0.193555103815419,0.0311369096969415,0.151548628901086,0.0108695652173913,2452,1.26881545561668,0.10221357008298,0.166601885533703,1,2434,1.4623705594321
0.09,2719,0.0895772721190143,0.00988633172203658,0.0765011477335009,0.00318979266347687,2759,0.381008904872299,0.125956819881981,0.241980189565481,0.0130718954248366,2739,0.470586176991314
0.1,3021,1.16610893558737,0.0531740591460852,0.112934876441288,1,3066,0.24419321246001,0.072797243041866,0.163703661725837,0.00769230769230769,3044,1.41030214804738
0.11,3323,1.07639686167511,0.0763968616751111,0,1,3372,0.321668599452423,0.105146188610548,0.212285122706282,0.00423728813559322,3348,1.39806546112753
0.12,3625,0.299530316923023,0.101531469217606,0.188520174719635,0.00947867298578199,3679,0.140992709546695,0.0747539278369077,0.0539688430594808,0.0122699386503067,3652,0.440523026469718
0.13,3927,1.25770309925143,0.0434976361539354,0.214205463097498,1,3985,0.256205082134891,0.0953684149482992,0.155489073603704,0.0053475935828877,3956,1.51390818138633
0.14,4229,0.110619516024462,0.038401897945013,0.0695825719661418,0.00263504611330698,4292,0.287956484161596,0.0643500061736376,0.193755731719301,0.0298507462686567,4260,0.398576000186057
0.15,4532,0.0764241010219636,0.0208824904129341,0.0227547253631279,0.0327868852459016,4598,0.100046553789307,0.049767359953592,0.0483203299767527,0.0019588638589618,4565,0.17647065481127
0.16,4834,0.290572262206066,0.0967375213452169,0.162584740860849,0.03125,4905,0.203863651784845,0.0454275587642182,0.104382038966573,0.0540540540540541,4870,0.494435913990911
0.17,5136,0.121493310773746,0.0243982166216223,0.0941189036759334,0.00297619047619048,5212,0.361547392635274,0.146700828097048,0.193569968793545,0.0212765957446809,5174,0.48304070340902
0.18,5438,0.48801621878316,0.0942331263702904,0.329266963380612,0.0645161290322581,5518,0.143742012503937,0.074058092487761,0.0663998477665862,0.00328407224958949,5478,0.631758231287097
0.19,5740,0.270553579496927,0.0706672238022111,0.187065842874203,0.0128205128205128,5825,0.179473281762275,0.060319597106341,0.115858791739954,0.00329489291598023,5782,0.450026861259202
0.2,6042,0.313600768472642,0.0980642047667134,0.211395776956446,0.0041407867494824,6131,0.211253828416402,0.0931912892936119,0.0945331273580842,0.0235294117647059,6086,0.524854596889043
0.21,6344,0.138015936134527,0.0739085317218615,0.0618269027022894,0.00228050171037628,6438,0.156146135945716,0.0334321915124989,0.121271983366166,0.00144196106705119,6391,0.294162072080244
0.22,6646,0.264275445459221,0.107694394539092,0.152682415442546,0.00389863547758285,6744,0.159508082463833,0.0311533615688909,0.126012800520234,0.00234192037470726,6695,0.423783527923054
0.23,6948,0.263661774684843,0.0647161270624143,0.169533882916547,0.0294117647058824,7051,0.210677763142611,0.0897039326103102,0.117228512180241,0.00374531835205993,7000,0.474339537827454
0.24,7250,0.19078053964632,0.0627778828055495,0.126030270252999,0.0019723865877712,7357,0.218770347023097,0.0347843163221672,0.181721025038415,0.00226500566251416,7304,0.409550886669416
0.25,7552,0.246080934603898,0.0735442983010653,0.170164157062026,0.00237247924080664,7664,0.501203869971027,0.126961305183594,0.192424382969251,0.181818181818182,7608,0.747284804574925
0.26,7855,0.138147457411998,0.024620631971615,0.10053981245337,0.012987012987013,7971,0.154211560989517,0.084794507870634,0.0656505747761333,0.00376647834274953,7913,0.292359018401515
0.27,8157,0.410978549617292,0.132449611653995,0.26947916420764,0.00904977375565611,8277,0.437636346319904,0.108221654992631,0.175568537481119,0.153846153846154,8217,0.848614895937196
0.28,8459,1.11673346659309,0.0252885924411801,0.0914448741519067,1,8584,0.225868872986427,0.0895788451457101,0.124662120863973,0.0116279069767442,8522,1.34260233957951
0.29,8761,0.309038306778156,0.118983972002297,0.188989372049555,0.00106496272630458,8890,0.268026524578766,0.0822732903868623,0.183205463491267,0.00254777070063694,8826,0.577064831356923
0.3,9063,0.485133104612133,0.131658481677984,0.343670701365521,0.00980392156862745,9197,0.2013070638937,0.0765834048297442,0.112889339537329,0.0118343195266272,9130,0.686440168505833
0.31,9365,1.57737927654768,0.0729346570365154,0.50444461951116,1,9503,0.18811504653873,0.0884120451870403,0.0956625973112862,0.00404040404040404,9434,1.76549432308641
0.32,9667,0.186276809840737,0.0492500077697556,0.135245858170715,0.00178094390026714,9810,0.265305770288162,0.0997514431290649,0.159888604779494,0.0056657223796034,9738,0.4515825801289
0.33,9969,0.247904507949118,0.0366732231635438,0.205366182146278,0.00586510263929619,10116,0.161199388544438,0.04988894523717,0.109141245910305,0.00216919739696312,10042,0.409103896493556
