"percentile","center_rank_trt","local_fourier_score_trt","iod_amp_scaled_trt","cv2_amp_scaled_trt","center_agreement_trt","center_rank_ctrl","local_fourier_score_ctrl","iod_amp_scaled_ctrl","cv2_amp_scaled_ctrl","center_agreement_ctrl","combined_center_rank","combined_fourier_score"
0.34,10271,0.282393295478011,0.0899861388933253,0.177481783450357,0.0149253731343284,10423,0.443982392429489,0.129365626289212,0.291360952186789,0.0232558139534884,10347,0.7263756879075
0.35,10574,0.344024556820311,0.0998801603301022,0.236871669217482,0.00727272727272727,10730,0.16837586102142,0.0652937679296854,0.101214679459615,0.00186741363211951,10652,0.512400417841732
0.36,10876,0.385377726052696,0.0687240367498185,0.298635671284859,0.018018018018018,11036,0.255697586025917,0.0691189044332588,0.18018890523483,0.00638977635782748,10956,0.641075312078612
0.37,11178,0.298549395467285,0.0667222622357543,0.230130780390139,0.00169635284139101,11343,0.091608605048486,0.0249401981241525,0.0636699061747084,0.00299850074962519,11260,0.390158000515771
0.38,11480,0.273100117357789,0.0512143518448421,0.21484351199182,0.00704225352112676,11649,0.0934639357386112,0.00998178897480313,0.0809695839497378,0.00251256281407035,11564,0.3665640530964
0.39,11782,1.12363048059953,0,0.123630480599527,1,11956,0.0783136899685872,0.0425535437809175,0.0287426023280205,0.00701754385964912,11869,1.20194417056811
0.4,12084,0.486995280940618,0.163437156825269,0.3225038278581,0.00105429625724829,12262,0.0153846153846154,0,0,0.0153846153846154,12173,0.502379896325233
0.41,12386,1.95224298357881,0.294765103014807,0.657477880564003,1,12569,0.178357671696868,0.0369825506192896,0.139891441552356,0.00148367952522255,12478,2.13060065527568
0.42,12688,0.933629087677263,0.155336873657052,0.777173645787549,0.00111856823266219,12876,0.528800425658718,0.145258457116267,0.382511571839721,0.00103039670273055,12782,1.46242951333598
0.43,12990,1.19800498159237,0.21379902156132,0.982288414489339,0.00191754554170662,13182,0.195483800818551,0.0440081359951677,0.15002217645129,0.00145348837209302,13086,1.39348878241092
0.44,13292,0.457952817951103,0.12015118595832,0.336990272966414,0.000811359026369168,13489,0.564972881179459,0.126654380191807,0.437409823113959,0.000908677873693776,13390,1.02292569913056
0.45,13594,0.568906356249184,0.14197448939166,0.425733544508812,0.0011983223487118,13795,0.285374108889241,0.0476368596511056,0.235988997489883,0.00174825174825175,13694,0.854280465138425
0.46,13897,1.10313904327908,0.185784085153574,0.883456653040761,0.0338983050847458,14102,0.41251256530262,0.104689881239255,0.306700349607697,0.00112233445566779,14000,1.5156516085817
0.47,14199,0.80030424699771,0.181303202415649,0.61758661742506,0.00141442715700141,14408,0.28101221482647,0.0486275686997227,0.207384646126748,0.025,14304,1.08131646182418
0.48,14501,1.31824850014107,0.289677071569637,1,0.0285714285714286,14715,1.91526655258999,0.1884375033432,0.726829049246791,1,14608,3.23351505273106
0.49,14803,1.06846296214814,0.232073896894316,0.834934519799277,0.00145454545454545,15021,0.410794936535747,0.0913993532072825,0.318597180134852,0.000798403193612774,14912,1.47925789868389
0.5,15105,0.985372568491967,0.218894415301075,0.759283908586575,0.00719424460431655,15328,1.29682421420273,0.295767690166811,1,0.00105652403592182,15216,2.2821967826947
