"crossing_id","rank_left","rank_right","crossing_rank","regime_difference_left","regime_difference_right"
"crossing_1",308,311,310,0.102024793794726,-0.0472515666041318
"crossing_2",311,325,313,-0.0472515666041318,0.349347196660801
"crossing_3",325,329,328,0.349347196660801,-0.0936941398071554
"crossing_4",333,348,335,-0.0571602900469088,0.493967125618155
"crossing_5",348,354,353,0.493967125618155,-0.055975486484634
"crossing_6",357,364,359,-0.180079941791064,0.402005040841232
"crossing_7",374,374,374,0.231954049254682,-0.0171750488216276
"crossing_8",374,378,374,-0.0171750488216276,0.261876359022608
"crossing_9",378,386,385,0.261876359022608,-0.0458728170768836
"crossing_10",386,390,387,-0.0458728170768836,0.0854811604745009
"crossing_11",412,414,413,0.0396984246941017,-0.0857008866923934
"crossing_12",414,415,414,-0.0857008866923934,0.241394169254249
"crossing_13",422,434,434,0.484410304468099,-0.0204366449577265
"crossing_14",434,436,434,-0.0204366449577265,0.413878224886503
"crossing_15",442,448,448,0.338140750397599,-0.00726746288319191
"crossing_16",448,460,449,-0.00726746288319191,0.109365243448792
"crossing_17",460,468,466,0.109365243448792,-0.0415879305578528
"crossing_18",468,476,469,-0.0415879305578528,0.295901297986575
"crossing_19",490,504,500,0.0605004946937697,-0.0247135854211251
"crossing_20",504,520,508,-0.0247135854211251,0.0748504249870621
"crossing_21",520,528,524,0.0748504249870621,-0.091910194328193
"crossing_22",528,534,533,-0.091910194328193,0.0153707655135804
"crossing_23",534,537,534,0.0153707655135804,-0.117708025511092
"crossing_24",537,538,538,-0.117708025511092,0.0436422818565916
"crossing_25",540,540,540,0.0316386985435884,-0.131970266314056
"crossing_26",550,550,550,-0.00058615539433049,0.0262950736187122
"crossing_27",562,564,563,0.0542896150009256,-0.0826923579325012
"crossing_28",564,571,569,-0.0826923579325012,0.0321231183409481
"crossing_29",571,577,574,0.0321231183409481,-0.029800032802541
"crossing_30",577,577,577,-0.029800032802541,0.22571865609531
"crossing_31",588,590,588,0.00671069678764979,-0.0741570591162599
"crossing_32",596,598,598,-0.0559900510297666,0.0175299725534614
"crossing_33",598,606,600,0.0412815434210643,-0.137375887739609
"crossing_34",606,618,613,-0.137375887739609,0.083233117939244
"crossing_35",656,664,656,0.000426160590450309,-0.0562069568013612
"crossing_36",664,668,667,-0.0562069568013612,0.0302152676104015
"crossing_37",668,675,671,0.0302152676104015,-0.0503515462769428
"crossing_38",675,678,678,-0.0503515462769428,0.000567134146876924
"crossing_39",678,678,678,0.000567134146876924,-0.104054085069492
"crossing_40",678,688,682,-0.104054085069492,0.177419403013744
"crossing_41",688,694,692,0.177419403013744,-0.0615309092768257
"crossing_42",764,780,765,-0.0265062903345097,0.504495230702446
"crossing_43",789,792,791,0.546854921784416,-0.183919118431731
"crossing_44",792,806,799,-0.183919118431731,0.189919198741791
"crossing_45",806,806,806,0.189919198741791,-0.080233743975441
"crossing_46",806,816,809,-0.080233743975441,0.201566618930883
"crossing_47",824,826,825,0.0408177991055823,-0.0343936682629646
"crossing_48",840,847,840,-0.0207069881516873,0.295819440384548
"crossing_49",847,850,849,0.295819440384548,-0.0715192546140315
"crossing_50",850,856,855,-0.0715192546140315,0.0205411328779519
"crossing_51",856,856,856,0.0205411328779519,-0.161817204350882
"crossing_52",862,882,863,-0.0400240342714824,0.499419975100864
"crossing_53",882,888,887,0.499419975100864,-0.0571061129324679
"crossing_54",888,892,891,-0.0571061129324679,0.0339796638254484
"crossing_55",892,892,892,0.0339796638254484,-0.0833042707854474
"crossing_56",892,902,900,-0.182440800871973,0.0599563732685056
"crossing_57",902,905,904,0.0599563732685056,-0.0139641771534116
"crossing_58",906,914,910,-0.204982143606685,0.212349062953308
"crossing_59",924,931,929,0.051543879350902,-0.0179954268558049
"crossing_60",931,944,932,-0.0179954268558049,0.218747180470928
"crossing_61",956,957,957,0.102225287096587,-0.0218180435495015
"crossing_62",957,974,958,-0.0218180435495015,0.485209026573443
"crossing_63",979,982,981,0.0577032558309156,-0.0522862309362608
"crossing_64",990,992,991,-0.0218923224801983,0.00774410120720859
