"feature_id","gene_symbol","R0_1","R0_2","R0_3","R0_4","R0_5","ZT6_1","ZT6_2","ZT6_3","ZT6_4","ZT6_5"
"98406","Chmp2b",4,5,5,6,4,33,4,4,9,10
"249656","Tepp",3,3,11,7,4,25,7,4,16,21
"50975","Ipo7",151,119,68,135,108,215,79,77,151,159
"480924","Dgat1",24,40,55,75,24,105,36,51,48,45
"40560","Eid2",47,56,22,97,26,48,30,35,40,42
"344659","Tbr1",76,43,53,46,73,164,71,43,80,123
"23572","Fuom",22,38,16,29,18,73,24,30,36,35
"119733","Akap17a",43,56,64,88,41,161,71,46,109,144
"344658","Tbr1",66,23,16,50,36,67,37,15,51,92
"254460","Zdhhc7",8,22,10,19,7,28,6,13,25,13
"120566","Dnajc30",0,0,0,0,0,9,3,0,3,11
"503555","LOC500959",0,0,4,6,0,12,3,3,4,5
"340151","Anapc2",30,91,122,84,42,176,98,104,95,120
"116405","Tmem41a",0,0,8,12,0,11,6,3,0,3
"128292","-",0,3,3,8,0,0,0,0,0,0
"140819","-",0,0,5,7,0,0,0,0,0,0
"450471","Mok",11,44,65,45,16,110,53,29,77,113
"308391","RT1-N2",0,0,0,0,0,4,0,3,3,0
"216780","Serpinb6b",0,0,0,0,0,0,0,4,6,0
"369739","Cycs",89,151,126,169,87,210,113,131,144,152
"364224","Sema3a",0,0,0,0,0,3,0,3,4,0
"360447","Gid8",0,0,0,0,0,6,3,0,0,5
"122664","Oas1b",0,0,0,0,0,9,7,5,11,13
"136201","LOC108352547",0,0,0,0,0,0,3,0,0,4
"307259","-",0,0,0,0,0,3,6,3,6,10
"394652","Hdac11",0,0,0,0,0,7,6,0,0,9
"430161","Mier1",0,0,0,0,0,10,0,0,13,6
"404846","Slc35a1",0,0,0,0,0,12,0,4,4,0
"325577","-",0,0,0,0,0,0,3,0,0,4
"425098","Dcaf10",0,0,0,0,0,13,8,6,9,12
"72424","Sgsm2",0,0,0,0,0,3,0,3,4,0
"440695","Emilin1",0,0,0,0,0,7,0,5,5,0
"44628","Trpm1",0,0,0,0,0,0,3,0,0,4
"550478","Abi2",0,0,0,0,0,0,0,3,4,0
"476444","Zfp706",0,0,0,0,0,0,0,6,8,0
"569934","Syap1",0,0,0,0,0,4,3,0,3,11
"454099","Alk",0,0,0,0,0,12,3,0,0,5
"523119","Fam219b",0,0,0,0,0,10,0,4,4,0
"77313","Dhx58",0,0,0,0,0,4,0,0,9,4
"71654","Slc16a13",0,0,0,0,0,11,0,0,5,3
