"feature_id","rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","window_left_trt","window_right_trt","window_n_trt","rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","window_left_ctrl","window_right_ctrl","window_n_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","regime_difference","local_window_left_rank","local_window_right_rank","local_window_n"
"196303",118,0.240228687855961,0.0853888802529923,43,193,151,3,0.274521774060304,0.0716387454940559,1,79,79,60,0.514750461916265,0.157027625747048,0.357722836169216,1,193,151
"540830",57,0.597354515532061,0.0827693921951322,1,132,132,85,0.260463087585777,0.127260017340404,9,161,153,71,0.857817603117837,0.210029409535537,0.647788193582301,1,161,153
"416922",36,0.598932411510759,0.073829848243804,1,111,111,173,0.0629232756300553,0.0406189000591439,97,249,153,104,0.661855687140815,0.114448748302948,0.547406938837867,1,249,153
"338003",245,0.0352113595927221,0.0860520902015196,170,320,151,20,0.479275911844525,0.0790559037677667,1,96,96,132,0.514487271437247,0.165107993969286,0.34937927746796,1,320,151
"263350",213,0.0784908341875052,0.0531353406622657,138,288,151,74,0.37068585371776,0.128000698663982,1,150,150,144,0.449176687905265,0.181136039326248,0.268040648579017,1,288,151
"78329",106,0.25808877039276,0.176662220452727,31,181,151,184,0.120991218678682,0.0661217258616489,108,260,153,145,0.379079989071442,0.242783946314375,0.136296042757067,31,260,153
"170932",204,0.118823485581743,0.0504755575370837,129,279,151,117,0.296119332008857,0.0459818583624383,41,193,153,160,0.4149428175906,0.0964574158995219,0.318485401691078,41,279,153
"435219",24,0.630864883816685,0.10145882104365,1,99,99,312,0.130906857465561,0.104872616057037,236,388,153,168,0.761771741282246,0.206331437100687,0.555440304181559,1,388,153
"157980",338,0.0469421148641231,0.0628583928864828,263,413,151,7,0.295063630373988,0.068680889312418,1,83,83,172,0.342005745238112,0.131539282198901,0.210466463039211,1,413,151
"373019",58,0.586716456322392,0.0840532955303388,1,133,133,287,0.0724645820428123,0.0319221366689817,211,363,153,172,0.659181038365205,0.11597543219932,0.543205606165884,1,363,153
"433098",287,0.0785134512798322,0.0375928596477024,212,362,151,79,0.322175216053921,0.116093086456999,3,155,153,183,0.400688667333753,0.153685946104702,0.247002721229052,3,362,153
"81216",259,0.027007935962672,0.111936355284342,184,334,151,111,0.257358517939792,0.0483928568778511,35,187,153,185,0.284366453902464,0.160329212162194,0.124037241740271,35,334,153
"1941",322,0.0580428396903017,0.0227361719171313,247,397,151,62,0.37342273097147,0.0851560685158574,1,138,138,192,0.431465570661771,0.107892240432989,0.323573330228783,1,397,151
"294806",215,0.0979888078873046,0.0770783786365428,140,290,151,241,0.0717276014893287,0.0735634636048417,165,317,153,228,0.169716409376633,0.150641842241384,0.0190745671352488,140,317,153
"351154",451,0.0626929444333655,0.0551690604279429,376,526,151,9,0.341851406295973,0.0832830793449375,1,85,85,230,0.404544350729338,0.13845213977288,0.266092210956458,1,526,151
"233923",303,0.064146861142035,0.0514672858248559,228,378,151,182,0.139747816228919,0.105952969443024,106,258,153,242,0.203894677370954,0.15742025526788,0.0464744221030742,106,378,153
"461570",292,0.0522299327196833,0.0496491108069677,217,367,151,191,0.161503726541923,0.137572642529449,115,267,153,242,0.213733659261607,0.187221753336416,0.0265119059251901,115,367,153
"73573",12,0.636751349924452,0.0732452149859455,1,87,87,472,0.0504598410107064,0.0883773301675319,396,548,153,242,0.687211190935159,0.161622545153477,0.525588645781681,1,548,153
"417472",291,0.0664467004030485,0.0368977657108189,216,366,151,206,0.115016547120831,0.0568949686874021,130,282,153,248,0.18146324752388,0.093792734398221,0.0876705131256585,130,366,153
"9568",59,0.594267272164871,0.0825620507707754,1,134,134,440,0.0652331681703799,0.0612710503646667,364,516,153,250,0.65950044033525,0.143833101135442,0.515667339199808,1,516,153
"116696",419,0.0365964153515961,0.161858501291135,344,494,151,91,0.258058749102588,0.10881790766507,15,167,153,255,0.294655164454184,0.270676408956206,0.0239787554979785,15,494,153
"433694",42,0.642237180289158,0.087311881950086,1,117,117,471,0.0369205504889578,0.0905615688438957,395,547,153,256,0.679157730778115,0.177873450793982,0.501284279984134,1,547,153
"578601",120,0.260918446736923,0.113999922485505,45,195,151,399,0.139000423565449,0.052286051095507,323,475,153,260,0.399918870302372,0.166285973581012,0.23363289672136,45,475,153
"429647",353,0.0642632842644275,0.058984304149817,278,428,151,172,0.0661466858136919,0.0704375169189007,96,248,153,262,0.130409970078119,0.129421821068718,0.000988149009401695,96,428,153
"2937",320,0.0789439070354092,0.0709506832645275,245,395,151,233,0.107991881342969,0.063828515336354,157,309,153,276,0.186935788378378,0.134779198600882,0.0521565897774963,157,395,153
"543854",226,0.0753626970508776,0.0504729019903607,151,301,151,326,0.194643097027438,0.0799525313241247,250,402,153,276,0.270005794078315,0.130425433314485,0.13958036076383,151,402,153
"487422",160,0.124266403941022,0.0733626054543493,85,235,151,396,0.16255226922658,0.0538455189521301,320,472,153,278,0.286818673167602,0.127208124406479,0.159610548761123,85,472,153
"264270",417,0.0449280633780518,0.150881301990012,342,492,151,141,0.264603008939048,0.0355460467590092,65,217,153,279,0.3095310723171,0.186427348749021,0.123103723568079,65,492,153
"121081",531,0.0680629509042774,0.0793243422267551,456,606,151,28,0.485011736682281,0.0787089528466822,1,104,104,280,0.553074687586559,0.158033295073437,0.395041392513122,1,606,151
"313448",28,0.595869300137565,0.0721990141814786,1,103,103,533,0.0262104444445868,0.0851273635053076,457,609,153,280,0.622079744582152,0.157326377686786,0.464753366895366,1,609,153
"410816",140,0.151942756124591,0.0724607808597284,65,215,151,449,0.0430954842986466,0.0805300515185081,373,525,153,294,0.195038240423237,0.152990832378237,0.0420474080450006,65,525,153
"220990",511,0.0355522465310969,0.0770526922078716,436,586,151,84,0.281760041294547,0.135561973014319,8,160,153,298,0.317312287825644,0.212614665222191,0.104697622603453,8,586,153
"330481",392,0.0386333069518514,0.0403631118633712,317,467,151,223,0.186291740863453,0.0825371421572072,147,299,153,308,0.224925047815304,0.122900254020578,0.102024793794726,147,467,153
"562174",455,0.0532967359695249,0.124791195183207,380,530,151,167,0.0591324986125983,0.0348896060030484,91,243,153,311,0.112429234582123,0.159680801186255,-0.0472515666041318,91,530,153
"450375",609,0.0461908991965174,0.0801286293917656,534,684,151,41,0.462308327072606,0.0790234002165562,1,117,117,325,0.508499226269123,0.159152029608322,0.349347196660801,1,684,151
"179885",456,0.0555392330261384,0.137333813083387,381,531,151,202,0.0479356970034246,0.0598352567533311,126,278,153,329,0.103474930029563,0.197169069836718,-0.0936941398071554,126,531,153
"410326",260,0.0343149479884914,0.103795529816125,185,335,151,406,0.0608336580630748,0.04851336628235,330,482,153,333,0.0951486060515663,0.152308896098475,-0.0571602900469088,185,482,153
"472507",22,0.611526455380954,0.089474124754247,1,97,97,675,0.0363903839921704,0.0644755890007218,599,751,153,348,0.647916839373124,0.153949713754969,0.493967125618155,1,751,153
"214297",242,0.00722853516251831,0.0664054133737864,167,317,151,466,0.0702924763736519,0.0670910846470179,390,542,153,354,0.0775210115361702,0.133496498020804,-0.055975486484634,167,542,153
"39125",325,0.0500909114936832,0.0219716119304394,250,400,151,388,0.0646583273446595,0.106692890628437,312,464,153,356,0.114749238838343,0.128664502558877,-0.0139152637205342,250,464,153
"88735",418,0.0389317329768346,0.178824748942134,343,493,151,296,0.0484706551033014,0.0886575809290662,220,372,153,357,0.087402388080136,0.2674823298712,-0.180079941791064,220,493,153
"15944",692,0.10555817086788,0.0879551116249786,617,767,151,37,0.461957137273203,0.0775551556748724,1,113,113,364,0.567515308141083,0.165510267299851,0.402005040841232,1,767,151
"128394",108,0.292963914158008,0.160204273570344,33,183,151,633,0.106278146424302,0.0745763031827664,557,709,153,370,0.39924206058231,0.23478057675311,0.1644614838292,33,709,153
"315620",82,0.329661520362606,0.0906094329800453,7,157,151,665,0.084252700140496,0.0913507382683747,589,741,153,374,0.413914220503102,0.18196017124842,0.231954049254682,7,741,153
"419679",364,0.102407299520564,0.07136445067772,289,439,151,384,0.0629084623906238,0.111126360055096,308,460,153,374,0.165315761911188,0.182490810732816,-0.0171750488216276,289,460,153
"449384",737,0.0451575669721933,0.168759412325016,662,812,151,19,0.464521218935261,0.0790430145598293,1,95,95,378,0.509678785907454,0.247802426884846,0.261876359022608,1,812,151
"237065",297,0.0409214678687704,0.0549200641080461,222,372,151,474,0.0552601005374527,0.0871343213750606,398,550,153,386,0.0961815684062231,0.142054385483107,-0.0458728170768836,222,550,153
"38366",635,0.0647594200008825,0.131848275213997,560,710,151,144,0.18119167803161,0.0286216623439941,68,220,153,390,0.245951098032492,0.160469937557991,0.0854811604745009,68,710,153
"251515",446,0.0506119534247773,0.0209921820251111,371,521,151,366,0.0683298799426666,0.0750018956205167,290,442,153,406,0.118941833367444,0.0959940776456278,0.0229477557218161,290,521,153
"443456",97,0.238539631668829,0.107741156959321,22,172,151,719,0.0490601897217857,0.11038635451041,643,795,153,408,0.287599821390614,0.218127511469731,0.0694723099208829,22,795,153
"94192",593,0.0579597657829254,0.0756181586629694,518,668,151,231,0.123846695054453,0.0664898774803078,155,307,153,412,0.181806460837379,0.142108036143277,0.0396984246941017,155,668,153
"65376",293,0.0269640907536086,0.0748815884480791,218,368,151,534,0.0490739730448695,0.0868573620427924,458,610,153,414,0.0760380637984781,0.161738950490872,-0.0857008866923934,218,610,153
"402598",706,0.0491920224194473,0.0147550191937853,631,781,151,124,0.225079788572657,0.0181226225440696,48,200,153,415,0.274271810992104,0.0328776417378549,0.241394169254249,48,781,153
"556848",278,0.0208577612826275,0.0353180780043658,203,353,151,563,0.14804167626562,0.0902572888735449,487,639,153,420,0.168899437548248,0.125575366877911,0.0433240706703373,203,639,153
"329429",66,0.522631165099483,0.0910664759083488,1,141,141,779,0.0887777154985088,0.0359321002215438,703,855,153,422,0.611408880597992,0.126998576129893,0.484410304468099,1,855,153
"21619",398,0.0445470643076078,0.0242277102611297,323,473,151,469,0.030412564233302,0.0711685632375065,393,545,153,434,0.0749596285409098,0.0953962734986362,-0.0204366449577265,323,545,153
"463187",19,0.571458896360127,0.0678210121623124,1,94,94,853,0.0781240931883076,0.16788375249962,777,929,153,436,0.649582989548435,0.235704764661932,0.413878224886503,1,929,153
"469917",641,0.0598438970137067,0.109822667458502,566,716,151,234,0.129291307302992,0.0639752877150386,158,310,153,438,0.189135204316699,0.173797955173541,0.0153372491431583,158,716,153
"355309",79,0.418856966381554,0.0979067622069465,4,154,151,804,0.093296977418504,0.0761064311955124,728,880,153,442,0.512153943800058,0.174013193402459,0.338140750397599,4,880,153
"186870",557,0.0316226768532033,0.101484922559393,482,632,151,339,0.128764209817746,0.0661694269947475,263,415,153,448,0.160386886670949,0.167654349554141,-0.00726746288319191,263,632,153
"116878",220,0.0405889489297806,0.0527794325362265,145,295,151,700,0.163364382387954,0.0418086553327157,624,776,153,460,0.203953331317734,0.0945880878689422,0.109365243448792,145,776,153
"225502",332,0.0431512236073104,0.052723043329479,257,407,151,604,0.0915878456398787,0.123603956475563,528,680,153,468,0.134739069247189,0.176326999805042,-0.0415879305578528,257,680,153
"141038",889,0.093257503631321,0.10201236467401,814,964,151,64,0.391570783491716,0.0869146244624517,1,140,140,476,0.484828287123037,0.188926989136462,0.295901297986575,1,964,151
"82010",369,0.151479406235012,0.0648745425587549,294,444,151,611,0.114053327182774,0.140157696165261,535,687,153,490,0.265532733417785,0.205032238724016,0.0605004946937697,294,687,153
"220839",274,0.0153919878416104,0.032662309467014,199,349,151,735,0.0443813734127616,0.0518246372084832,659,811,153,504,0.059773361254372,0.0844869466754972,-0.0247135854211251,199,811,153
"317080",801,0.152057389335823,0.0534416151378991,726,876,151,239,0.0617487186041217,0.0855140678149837,163,315,153,520,0.213806107939945,0.138955682952883,0.0748504249870621,163,876,153
"220782",875,0.104117075439717,0.215709801894263,800,950,151,181,0.116005464305999,0.0963229321796462,105,257,153,528,0.220122539745716,0.31203273407391,-0.091910194328193,105,950,153
"234870",832,0.0485183621585747,0.124201922175416,757,907,151,235,0.155535023604898,0.0644806980744761,159,311,153,534,0.204053385763473,0.188682620249892,0.0153707655135804,159,907,153
"312838",879,0.140232610523526,0.24120551123633,804,954,151,195,0.0978230009068284,0.114558125705116,119,271,153,537,0.238055611430354,0.355763636941447,-0.117708025511092,119,954,153
"244779",648,0.0620939288146474,0.121198785614979,573,723,151,429,0.162058155125123,0.0593110164682003,353,505,153,538,0.224152083939771,0.180509802083179,0.0436422818565916,353,723,153
"7548",709,0.0521946457595277,0.0583764186358167,634,784,151,368,0.081102978968147,0.0598688788941217,292,444,153,538,0.133297624727675,0.118245297529938,0.0150523271977363,292,784,153
"116908",150,0.134423245769881,0.0777826557814478,75,225,151,930,0.0997131892800098,0.124715080724854,854,1006,153,540,0.234136435049891,0.202497736506302,0.0316386985435884,75,1006,153
"59055",628,0.0431049338594676,0.104641499869103,553,703,151,453,0.0219480342921088,0.092381734596529,377,529,153,540,0.0650529681515764,0.197023234465632,-0.131970266314056,377,703,153
"336624",837,0.0825328457831347,0.233047763598734,762,912,151,254,0.0824982527615248,0.08336984539892,178,330,153,546,0.165031098544659,0.316417608997654,-0.151386510452994,178,912,153
"441933",526,0.0627691765030249,0.135471933190274,451,601,151,573,0.122080517561926,0.0499639162690073,497,649,153,550,0.184849694064951,0.185435849459282,-0.00058615539433049,451,649,153
"474574",700,0.0445907977918978,0.0572641656226551,625,775,151,401,0.105291568983375,0.0663231275339058,325,477,153,550,0.149882366775273,0.123587293156561,0.0262950736187122,325,775,153
