"percentile","center_rank","lo_rank","hi_rank","iod_amplitude","cv2_amplitude","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","center_distance","center_agreement","local_fourier_score"
0.01,309,1,2163,0.664254583688548,0.0317901603970085,1082,1467,0.280243112279393,0.465415906061199,385,0.00259067357512953,0.934834981352155
0.02,618,1,2472,0.712883043931261,0.0339164665151961,1236.5,415.5,0.279879249249083,0.46810742528702,821,0.00121654501216545,1.00801438601401
0.03,927,1,2781,0.702015528364491,0.0312070387214062,1391,426.5,0.283684053704496,0.472763712088692,964.5,0.00103573278094252,0.985566694390377
0.04,1236,1,3090,0.681806357152695,0.0581880988648042,1545.5,1973,0.286257734654858,0.476202195912294,427.5,0.00233372228704784,1.02579289786631
0.05,1545,1,3399,0.66482885479849,0.0646697389214451,1700,2099.5,0.290532402189231,0.484854493713581,399.5,0.00249687890137328,1.01805210282557
0.06,1854,1,3708,0.69613927467485,0.0664791079683004,1854.5,2162,0.292613154818548,0.491820734797889,307.5,0.00324149108589951,1.06790422234585
0.07,2163,309,4017,0.430460121889472,0.070623034053164,2163,2303,0.290910029066617,0.501187630775311,140,0.00709219858156028,0.703978862489959
0.08,2472,618,4326,0.327136526699419,0.100289921105302,2472,2472,0.294163282245669,0.506866951610794,0,1,1.62424677659007
0.09,2781,927,4635,0.2774065124532,0.060252319680723,2781,3027,0.297921051955434,0.514589556131167,246,0.00404858299595142,0.457055998293609
0.1,3090,1236,4944,0.224711528558882,0.0961479893728271,3090,3090,0.306151616796915,0.529309321656747,0,1,1.46806105809287
0.11,3399,1545,5253,0.191850783966458,0.0894570869842321,3399,3694,0.311481378933258,0.540257372172765,295,0.00337837837837838,0.407877603051693
0.12,3708,1854,5562,0.200143248977414,0.0960317265620384,3708,3745,0.317333154990231,0.552028014675511,37,0.0263157894736842,0.459114169911551
0.13,4017,2163,5871,0.122817164084432,0.153663738106211,4017,4017,0.320092447645584,0.560283150028773,0,1,1.46732719534553
0.14,4326,2472,6180,0.11682052621498,0.137992650253327,4326,4326,0.325615842002518,0.572740415029112,0,1,1.41947335749385
0.15,4635,2781,6489,0.104239919988596,0.166834064366578,4340.5,4635,0.33061591428663,0.585441934700662,294.5,0.00338409475465313,0.477311868049953
0.16,4944,3090,6798,0.0959050341125182,0.194116250179211,4490,4944,0.338107593576923,0.600876686838613,454,0.0021978021978022,0.532711395729119
0.17,5254,3400,7108,0.0854815906893026,0.137964480137347,5254,5323,0.342588199427773,0.609124705541878,69,0.0142857142857143,0.389079928311609
0.18,5563,3709,7417,0.10512383767702,0.140205248581096,5563,5437.5,0.347164802402854,0.619197553242876,125.5,0.00790513833992095,0.416280512753175
0.19,5872,4018,7726,0.0738766083421892,0.150341638077656,5872,5396,0.35301698963588,0.630080896339308,476,0.00209643605870021,0.391425658319014
0.2,6181,4327,8035,0.0528587543580634,0.201637268872708,6088,6181,0.360777372670525,0.642418005622948,93,0.0106382978723404,0.498748879626404
0.21,6490,4636,8344,0.0564008881496691,0.143336574162178,6490,6490,0.367334863718253,0.652389545866188,0,1,1.34687852126803
0.22,6799,4945,8653,0.0612557623208946,0.151851764207602,6799,6940,0.372386533290063,0.66268784864927,141,0.00704225352112676,0.382195555147822
0.23,7108,5254,8962,0.0482895268112823,0.138799340377752,7108,6973,0.376672280627975,0.675034767164848,135,0.00735294117647059,0.331301859172119
0.24,7417,5563,9271,0.0428097379074628,0.148441229450732,7417,7417,0.379419134063097,0.682331770460252,0,1,1.34033997355864
0.25,7726,5872,9580,0.0416722146456249,0.264261501847587,7716,7726,0.38525949473248,0.695708135464684,10,0.0909090909090909,0.720218109963492
0.26,8035,6181,9889,0.0400999428611358,0.143811342652264,7590,8035,0.392767109696439,0.707754953261315,445,0.00224215246636771,0.327108757400515
0.27,8344,6490,10198,0.0588281403016839,0.136304710408794,8344,8523.5,0.39442375524743,0.708591369210705,179.5,0.00554016620498615,0.338231034572213
0.28,8653,6799,10507,0.0255727473152704,0.147605473706079,8653,8674,0.39706511489123,0.712710336185599,21,0.0454545454545455,0.359162166639374
0.29,8962,7108,10816,0.0103496806810682,0.149569423931051,8281,8962,0.399231035187961,0.721054069547971,681,0.00146627565982405,0.298432549165458
0.3,9271,7417,11125,0.0116200470526525,0.170786168786161,9267,9271,0.400576761784411,0.722648867939458,4,0.2,0.552006463699421
0.31,9580,7726,11434,0.0336400388096958,0.176079905938494,8180,9580,0.401543396010934,0.729633965209494,1400,0.000713775874375446,0.397345700072684
0.32,9889,8035,11743,0.0352366700730826,0.12861835530926,9889,9825,0.401373608913399,0.729616557587775,64,0.0153846153846154,0.295210171107653
0.33,10198,8344,12052,0.0159215246098093,0.123186682106715,10873.5,10057,0.405968149021375,0.739610395895059,816.5,0.00122324159021407,0.239927393191906
0.34,10507,8653,12361,0.0134078604784665,0.192338191346105,9079,10507,0.405985840960075,0.742561573271604,1428,0.000699790062981106,0.409324186149801
0.35,10816,8962,12670,0.0403103210836483,0.0979580746969737,10816,10509,0.406075396687885,0.7438314727083,307,0.00324675324675325,0.213368883436954
0.36,11125,9271,12979,0.0484210359300547,0.0804612173714121,11125,10666.5,0.408685949047384,0.749563219529707,458.5,0.00217627856365615,0.179944478866655
0.37,11434,9580,13288,0.0290417674714975,0.0837326073463456,11758.5,11434,0.407566712093712,0.745541124444924,324.5,0.00307219662058372,0.161463340323418
0.38,11743,9889,13597,0.049782568772066,0.0643904018235732,11743,11768,0.404535138651122,0.742902309612876,25,0.0384615384615385,0.177846767782467
0.39,12052,10198,13906,0.0646465495879898,0.0643617666545853,12052,11979,0.406393747772144,0.748148072470837,73,0.0135135135135135,0.173984585121671
