"rank","feature_id","gene_symbol","region","abs_loading","mu","variance","nb1","nb2","alpha_mu","log_nb1","log_nb2","log_alpha_mu","nb_gap","nb_support","var_fit","d1","d2"
5831,"77332","Rab5c","middle",0.000924775117854709,3.4,3.8,3.4,0.4,0.117647058823529,1.48160454092422,0.336472236621213,-2.14006616349627,-1.145132304303,0.157297598381406,4.48856989392638,0.000467103388327017,-1.32203707671977e-07
5832,"290649","Cdh12","middle",0.000925374350014394,3.4,4.8,3.4,1.4,0.411764705882353,1.48160454092422,0.8754687373539,-0.887303195000903,-0.606135803570316,0.205507958594774,4.48903693155522,0.000466972211716156,-1.30149514050426e-07
5833,"317913","Lrrtm3","middle",0.000925672974447485,5.8,7.7,5.8,1.9,0.327586206896552,1.91692261218206,1.06471073699243,-1.11600403137998,-0.852211875189633,0.198214908793267,4.48950383903454,0.000466843089298917,-1.28095320428874e-07
5834,"561529","Rpl27-l1","middle",0.000925692313508772,70.8,2343.2,70.8,2272.4,32.0960451977401,4.27388447605418,7.72903178725261,3.4687328199833,3.45514731119843,0.503806371318319,4.48997061841855,0.000466716021075299,-1.26041126807321e-07
5835,"197652","LOC364556","middle",0.000925711931191856,4.4,2.3,4.4,0,NA,1.68639895357023,0,NA,-1.68639895357023,0.11082063837159,4.49043727176142,0.000466591007045302,-1.2398693318577e-07
5836,"24205","Cars","middle",0.000926305022944029,20,50.5,20,30.5,1.525,3.04452243772342,3.44998754583159,0.421994410059375,0.405465108108164,0.2990792983658,4.49090380111737,0.000466468047208927,-1.21932739564219e-07
5837,"208268","Ing2","middle",0.000926314885057378,4.8,8.7,4.8,3.9,0.8125,1.75785791755237,1.58923520511658,-0.207639364778245,-0.168622712435793,0.241838899688766,4.49137020854057,0.000466347141566174,-1.19878545942668e-07
5838,"407910","Fkbp15","middle",0.000926490687979949,5.4,4.3,5.4,0,NA,1.85629799036563,0,NA,-1.85629799036563,0.105203349039434,4.49183649608523,0.000466228290117042,-1.17824352321117e-07
5839,"118847","Eif2ak1","middle",0.000926749454388492,60.2,1147.2,60.2,1087,18.0564784053156,4.11414718951828,6.99209642741589,2.89350453480643,2.87794923789761,0.466297422387124,4.49230266580554,0.000466111492861531,-1.15770158699564e-07
5840,"275669","-","middle",0.000927090489684101,4.8,115.2,4.8,110.4,23,1.75785791755237,4.71312732749318,3.13549421592915,2.95526940994081,0.435556620675677,4.49276871975569,0.000465996749799643,-1.13715965078012e-07
5841,"577409","-","middle",0.000927090489684101,4.8,115.2,4.8,110.4,23,1.75785791755237,4.71312732749318,3.13549421592915,2.95526940994081,0.435556620675677,4.49323465998987,0.000465884060931375,-1.11661771456461e-07
5842,"544502","Rpl36","middle",0.000927196577860837,7.6,5.3,7.6,0,NA,2.15176220325946,0,NA,-2.15176220325946,0.09543455927801,4.49370048856228,0.00046577342625673,-1.0960757783491e-07
5843,"176414","Slc22a17","middle",0.00092738378683907,776,44768,776,43992,56.6907216494845,6.65544035036765,10.691785809335,4.03761055800443,4.03634545896736,0.578123065313696,4.49416620752711,0.000465664845775705,-1.07553384213357e-07
5844,"143515","-","middle",0.000927836084164832,21,89.5,21,68.5,3.26190476190476,3.09104245335832,4.24132675257075,1.18231130754476,1.15028429921243,0.345232651100831,4.49463181893856,0.000465558319488303,-1.05499190591806e-07
5845,"223985","Sema4d","middle",0.000927843617621888,21.2,136.7,21.2,115.5,5.44811320754717,3.10009228887823,4.75789127300575,1.69526934828388,1.65779898412752,0.376194250815306,4.49509732485082,0.000465453847394522,-1.03444996970255e-07
5846,"261935","Tubb3","middle",0.000928176303816809,190.6,5664.8,190.6,5474.2,28.7208814270724,5.25540986553676,8.60798408369787,3.35762443406676,3.35257421816111,0.513670000654524,4.49556272731808,0.000465351429494362,-1.01390803348703e-07
5847,"372860","Nat8f1","middle",0.000928325714587315,4,16.5,4,12.5,3.125,1.6094379124341,2.60268968544438,1.13943428318836,0.993251773010283,0.313698398364827,4.49602802839454,0.000465251065787825,-9.93366097271521e-08
5848,"95448","Mapt","middle",0.000928436603809043,3.8,5.2,3.8,1.4,0.368421052631579,1.56861591791385,0.8754687373539,-0.998528830111127,-0.693147180559945,0.201156998255604,4.49649323013439,0.000465152756274908,-9.72824161055991e-08
5849,"182042","Rbm26","middle",0.000929284040368311,3.2,9.2,3.2,6,1.875,1.43508452528932,1.94591014905531,0.628608659422374,0.51082562376599,0.281014545252114,4.49695833459182,0.000465056500955613,-9.52282224840479e-08
5850,"538615","Orc2","middle",0.000929461106521629,4.2,15.2,4.2,11,2.61904761904762,1.64865862558738,2.484906649788,0.962810747509048,0.836248024200619,0.304423665310146,4.49742334382103,0.00046496229982994,-9.31740288624967e-08
5851,"386645","Copg2","middle",0.000929636877863323,6.2,35.2,6.2,29,4.67741935483871,1.97408102602201,3.40119738166216,1.54274653793543,1.42711635564015,0.345306946776782,4.49788825987621,0.000464870152897888,-9.11198352409455e-08
5852,"439341","Mta3","middle",0.00092985701892895,6.4,45.8,6.4,39.4,6.15625,2.00148000021012,3.6988297849671,1.81746782593826,1.69734978475698,0.362201580189369,4.49835308481156,0.000464780060159458,-8.90656416193925e-08
5853,"173329","Sptbn1","middle",0.000929873781394113,5.4,12.8,5.4,7.4,1.37037037037037,1.85629799036563,2.12823170584927,0.315081046639895,0.271933715483642,0.271909643962007,4.49881782068126,0.000464692021614649,-8.70114479978413e-08
5854,"549569","Mob4","middle",0.000930191452898085,8.8,5.7,8.8,0,NA,2.28238238567653,0,NA,-2.28238238567653,0.09111592763009,4.49928246953952,0.000464606037263462,-8.49572543762901e-08
5855,"321624","Inpp5e","middle",0.00093046066022032,23.4,47.3,23.4,23.9,1.02136752136752,3.19458313229916,3.21486780347066,0.0211424365738092,0.0202846711715057,0.277927085301838,4.49974703344052,0.000464522107105897,-8.29030607547389e-08
5856,"514916","Ndufaf3","middle",0.000930740128985314,28.6,405.8,28.6,377.2,13.1888111888112,3.38777436133001,5.93542315622436,2.5793688329335,2.54764879489434,0.434647257837219,4.50021151443846,0.000464440231141953,-8.08488671331877e-08
5857,"120169","Plod3","middle",0.000931372502156628,17.2,44.2,17.2,27,1.56976744186047,2.90142159408275,3.3322045101752,0.450927482184922,0.430782916092455,0.29831983128387,4.50067591458754,0.000464360409371631,-7.87946735116347e-08
5858,"55359","Brsk2","middle",0.000931574396519802,177.8,2604.2,177.8,2426.4,13.6467941507312,5.18626786273941,7.79457600467226,2.61350463329457,2.60830814193285,0.467517704327386,4.50114023594194,0.00046428264179493,-7.67404798900835e-08
5859,"479064","-","middle",0.00093189370814413,22.8,398.2,22.8,375.4,16.4649122807018,3.16968558067743,5.93065240771122,2.80123158819201,2.7609668270338,0.444123437104682,4.50160447975692,0.000464204531606066,-7.94798978381001e-08
5860,"464997","Nrxn3","middle",0.000932775252268563,5.6,3.3,5.6,0,NA,1.88706964903238,0,NA,-1.88706964903238,0.104185960634991,4.50206864409201,0.000464123681999253,-8.22193157861166e-08
5861,"33025","Bclaf1","middle",0.000933216232897698,39.2,262.7,39.2,223.5,5.7015306122449,3.69386699562498,5.41387570718231,1.74073466725721,1.72000871155733,0.389422810322908,4.50253272620778,0.000464040092974493,-8.49587337341356e-08
5862,"247667","Mro","middle",0.000933549960359061,32,200,32,168,5.25,3.49650756146648,5.12989871492307,1.65822807660353,1.63339115345659,0.381006241789896,4.50299672336482,0.000463953764531785,-8.76981516821521e-08
5863,"135142","Btg2","middle",0.000933754818225804,38.4,339.8,38.4,301.4,7.84895833333333,3.67376581630389,5.71175064430538,2.06038082659871,2.03798482800149,0.408356529674678,4.50346063282371,0.000463864696671129,-9.04375696301687e-08
5864,"514480","Sema3b","middle",0.000935959711897125,5.2,13.2,5.2,8,1.53846153846154,1.82454929205105,2.19722457733622,0.430782916092454,0.372675285285173,0.277803648386717,4.50392445184502,0.000463772889392525,-9.31769875781852e-08
5865,"407302","Elp1","middle",0.000936179430194996,14,62.5,14,48.5,3.46428571428571,2.70805020110221,3.90197266957464,1.24250646832818,1.19392246847243,0.341891749190772,4.50438817768935,0.000463678342695973,-9.59164055262041e-08
5866,"177451","Kpna3","middle",0.00093636200305208,34.6,60.3,34.6,25.7,0.742774566473988,3.57234563785798,3.2846635654062,-0.297362690162505,-0.287682072451781,0.265327401177661,4.50485180761728,0.000463581056581472,-9.86558234742207e-08
5867,"521294","-","middle",0.000936381727415792,4.8,13.7,4.8,8.9,1.85416666666667,1.75785791755237,2.29253475714054,0.617435358824249,0.53467683958817,0.287035786082445,4.50531533888938,0.000463481031049024,-1.01395241422237e-07
5868,"546822","LOC120094653","middle",0.000936796499027015,4.8,10.7,4.8,5.9,1.22916666666667,1.75785791755237,1.93152141160321,0.206336432997828,0.17366349405084,0.264107363953395,4.50577876876623,0.000463378266098628,-1.04134659370254e-07
5869,"293338","LOC120100778","middle",0.00093694503793033,9.4,15.3,9.4,5.9,0.627659574468085,2.34180580614733,1.93152141160321,-0.465757338364285,-0.410284394544113,0.236533983605175,4.50624209450843,0.000463272761730284,-1.0687407731827e-07
5870,"204132","Ercc6","middle",0.000937816584491894,18.2,19.2,18.2,1,0.0549450549450549,2.95491027903374,0.693147180559945,-2.90142159408275,-2.26176309847379,0.121936743765882,4.50670531337656,0.000463164517943991,-1.09613495266289e-07
5871,"317164","-","middle",0.000938338445504945,8.8,29.7,8.8,20.9,2.375,2.28238238567653,3.08648663682246,0.864997437486604,0.804104251145929,0.311537354191768,4.50716842263118,0.000463053534739751,-1.12352913214306e-07
5872,"226159","LOC120093069","middle",0.000938389610680304,8.8,20.7,8.8,11.9,1.35227272727273,2.28238238567653,2.55722731136763,0.301786678633323,0.2748449256911,0.278786957641874,4.5076314195329,0.000462939812117563,-1.15092331162322e-07
5873,"116041","Fgf12","middle",0.000939138657867502,92.4,486.3,92.4,393.9,4.26298701298701,4.5368913452348,5.9786325682926,1.44997009132922,1.44174122305781,0.386280897752201,4.50809430134228,0.000462823350077427,-1.17831749110339e-07
5874,"98833","Cadm2","middle",0.000939400462315569,30,1151,30,1121,37.3666666666667,3.43398720448515,7.02286808608264,3.62077904141,3.5888808815975,0.498386391530741,4.50855706531991,0.000462704148619342,-1.20571167058358e-07
5875,"129966","Aldh2","middle",0.000940301442694113,108.2,1058.2,108.2,950,8.78003696857671,4.6931810633108,6.85751406254539,2.17248061818221,2.16433299923459,0.432566957397692,4.50901970872638,0.00046258220774331,-1.23310585006374e-07
5876,"499496","-","middle",0.000940565697784374,9.4,11.8,9.4,2.4,0.25531914893617,2.34180580614733,1.22377543162212,-1.36524095192206,-1.11803037452521,0.189537749921023,4.50948222882226,0.000462457527449329,-1.26050002954391e-07
5877,"415287","Tmem39b","middle",0.000940665313174131,68.2,678.2,68.2,610,8.94428152492669,4.23700086262362,6.4150969591716,2.19101439231794,2.17809609654797,0.425949532888306,4.50994462286814,0.000462330107737401,-1.28789420902407e-07
5878,"136547","RGD1309104","middle",0.00094079522069083,5.4,2.8,5.4,0,NA,1.85629799036563,0,NA,-1.85629799036563,0.105203349039434,4.51040688812459,0.000462199948607525,-1.31528838850424e-07
5879,"192537","Gpc5","middle",0.000940803536136263,18.8,46.7,18.8,27.9,1.48404255319149,2.98568193770049,3.36384159511839,0.394769818991416,0.378159657417897,0.296455361022633,4.51086902185221,0.0004620670500597,-1.34268256798443e-07
5880,"83812","Ciao3","middle",0.000940873365961631,20,38.5,20,18.5,0.925,3.04452243772342,2.9704144655697,-0.0779615414697118,-0.0741079721537221,0.269630562460166,4.51133102131158,0.000461931412093928,-1.3700767474646e-07
5881,"264453","F2r","middle",0.000941045433717671,18.8,86.7,18.8,67.9,3.61170212765957,2.98568193770049,4.23265617801961,1.28417916472875,1.24697424031912,0.349448659308978,4.51179288376326,0.000461793034710207,-1.39747092694476e-07
5882,"420198","Stau2","middle",0.000941151407193433,14.2,49.7,14.2,35.5,2.5,2.72129542785223,3.59731226058845,0.916290731874155,0.876016832736215,0.322703508315443,4.51225460646786,0.000461651917908539,-1.42486510642493e-07
5883,"383740","Col1a2","middle",0.000941694120996295,13.8,35.2,13.8,21.4,1.55072463768116,2.69462718077007,3.10906095886099,0.438722329864647,0.414433778090925,0.293997327787662,4.51271618668594,0.000461508061688922,-1.45225928590512e-07
5884,"577964","Bgn","middle",0.000941750621360893,57,400.5,57,343.5,6.02631578947368,4.06044301054642,5.84209409045371,1.79613584382785,1.78165107990729,0.399084515970168,4.5131776216781,0.000461361466051358,-1.47965346538528e-07
5885,"422670","Mmp16","middle",0.000941905113579566,5.4,7.3,5.4,1.9,0.351851851851852,1.85629799036563,1.06471073699243,-1.04454506739783,-0.791587253373198,0.201114356674125,4.5136389087049,0.000461212130995845,-1.50704764486545e-07
5886,"7732","Dhx34","middle",0.000941938261434779,18.2,17.7,18.2,0,NA,2.95491027903374,0,NA,-2.95491027903374,0.068880464544548,4.51410004502695,0.000461060056522385,-1.53444182434561e-07
5887,"176541","Jph4","middle",0.00094244109733719,8.4,6.8,8.4,0,NA,2.24070968927596,0,NA,-2.24070968927596,0.0924937317503983,4.51456102790481,0.000460905242630976,-1.5618360038258e-07
5888,"316448","Abcg1","middle",0.000942685363946166,6.8,24.7,6.8,17.9,2.63235294117647,2.05412373369555,2.9391619220656,0.967878100664648,0.88503818837005,0.313132182523604,4.51502185459907,0.000460747689321619,-1.58923018330597e-07
5889,"54401","Zranb1","middle",0.000942836470099097,9.6,15.3,9.6,5.7,0.59375,2.36085400111802,1.90210752639692,-0.521296923633286,-0.458746474721101,0.233763778305707,4.51548252237031,0.000460587396594315,-1.61662436278613e-07
5890,"437966","Nadk","middle",0.000944493171627016,16.8,162.7,16.8,145.9,8.68452380952381,2.87919845729804,4.98975208317983,2.16154256911953,2.11055362588179,0.400213049556025,4.51594302847912,0.000460424364449062,-1.6440185422663e-07
5891,"398480","Necap1","middle",0.000944734758038597,283.6,2331.3,283.6,2047.7,7.2203808180536,5.65108468565575,7.62496072463515,1.97690769639654,1.9738760389794,0.436799319658491,4.51640337018607,0.000460258592885862,-1.67141272174646e-07
5892,"493274","Vps13b","middle",0.000945246825058823,16.8,96.7,16.8,79.9,4.75595238095238,2.87919845729804,4.39321382406445,1.55939696636302,1.51401536676641,0.364013897705982,4.51686354475175,0.000460090081904713,-1.69880690122665e-07
5893,"321277","Grin1","middle",0.000945249399243535,473.6,2525.3,473.6,2051.7,4.33213682432432,6.16247234400166,7.62691127872313,1.46606091320236,1.46443893472147,0.414427893310383,4.51732354943674,0.000459918831505616,-1.72620108070682e-07
5894,"136629","Tsen15","middle",0.000945397145078056,69.2,708.7,69.2,639.5,9.24132947976879,4.25134831103177,6.46224912133679,2.22368575839527,2.21090081030502,0.4281681139813,4.51778338150162,0.000459744841688572,-1.75359526018698e-07
5895,"470001","Abca7","middle",0.000947523415289992,77.6,480.8,77.6,403.2,5.19587628865979,4.36437169943516,6.00190980496952,1.64786528956799,1.63753810553436,0.395311047519215,4.51824303820698,0.000459568112453579,-1.78098943966715e-07
5896,"437813","Pex10","middle",0.000947801703947903,6.6,24.8,6.6,18.2,2.75757575757576,2.02814824729229,2.95491027903374,1.01435194505037,0.926762031741451,0.31532925620008,4.51870251681339,0.000459388643800638,-1.80838361914734e-07
5897,"330842","Tcp11l1","middle",0.000948391490721643,5,9,5,4,0.8,1.79175946922805,1.6094379124341,-0.22314355131421,-0.182321556793955,0.241532344119047,4.51916181458144,0.000459206435729749,-1.8357777986275e-07
5898,"447471","-","middle",0.000948438845064865,6.2,2.7,6.2,0,NA,1.97408102602201,0,NA,-1.97408102602201,0.10130914573975,4.51962092877171,0.000459021488240913,-1.86317197810767e-07
5899,"5796","Rgmb","middle",0.000948919582556293,64.8,213.7,64.8,148.9,2.29783950617284,4.18661983833127,5.00996840510855,0.831969336331734,0.82334856677728,0.343090976005464,4.52007985664478,0.000458833801334128,-1.89056615758783e-07
5900,"569937","Syap1","middle",0.000949524447513399,10,15,10,5,0.5,2.39789527279837,1.79175946922805,-0.693147180559945,-0.606135803570316,0.224928499341587,4.52053859546124,0.000458643375009395,-1.917960337068e-07
5901,"55611","Lto1","middle",0.000949766507607973,42,19.5,42,0,NA,3.76120011569356,0,NA,-3.76120011569356,0.0422224952969069,4.52099714248166,0.000458450209266714,-1.94535451654819e-07
5902,"415216","Tmem234","middle",0.00095048126889634,47.8,203.2,47.8,155.4,3.2510460251046,3.8877303128591,5.05241682811121,1.17897679843614,1.16468651525211,0.358908422103062,4.52145549496663,0.000458254304106085,-1.97274869602835e-07
5903,"314136","Nr2e1","middle",0.000950885136547853,28.2,22.7,28.2,0,NA,3.37416870927424,0,NA,-3.37416870927424,0.0550187267028977,4.52191365017674,0.000458055659527509,-2.00014287550852e-07
5904,"264104","Fam151b","middle",0.000951033650867057,26.2,31.2,26.2,5,0.190839694656489,3.30321697330195,1.79175946922805,-1.65632149833295,-1.5114575040739,0.183904054416812,4.52237160537255,0.000457854275530984,-2.02753705498869e-07
5905,"241340","MGC116121","middle",0.000951233472617171,7,1,7,0,NA,2.07944154167984,0,NA,-2.07944154167984,0.0978256621850557,4.52282935781466,0.000457650152116511,-2.05493123446888e-07
5906,"225551","Lyrm4","middle",0.000952020325957576,14,16,14,2,0.142857142857143,2.70805020110221,1.09861228866811,-1.94591014905531,-1.6094379124341,0.16393140346698,4.52328690476364,0.00045744328928409,-2.08232541394904e-07
5907,"81197","Polr2h-ps1","middle",0.000952142484424589,7.8,3.2,7.8,0,NA,2.17475172148416,0,NA,-2.17475172148416,0.0946744680031517,4.52374424348009,0.000457233687033721,-2.10971959342921e-07
5908,"95828","Tanc2","middle",0.000952248865742996,216,1493.5,216,1277.5,5.91435185185185,5.37989735354046,7.15344279473124,1.77738191439369,1.77354544119078,0.42021091759617,4.52420137122457,0.000457021345365404,-2.13711377290937e-07
5909,"135187","Ppfia4","middle",0.000952534623442568,110,567.5,110,457.5,4.15909090909091,4.70953020131233,6.12796029169652,1.42529651892316,1.41843009038419,0.387700137753031,4.52465828525768,0.000456806264279139,-2.16450795238956e-07
5910,"567694","Efhc2","middle",0.00095360716469072,13.8,36.2,13.8,22.4,1.6231884057971,2.69462718077007,3.15273602236366,0.484392366697835,0.458108841593587,0.296682279120896,4.52511498283999,0.000456588443774926,-2.19190213186973e-07
5911,"414014","Cap1","middle",0.000953723896432484,126,2571,126,2445,19.4047619047619,4.84418708645859,7.80220931624712,2.96551849495749,2.95802222978853,0.483052768948632,4.52557146123209,0.000456367883852765,-2.21929631134989e-07
5912,"344004","Galnt13","middle",0.000953864811356852,3.6,0.3,3.6,0,NA,1.52605630349505,0,NA,-1.52605630349505,0.116121969531235,4.52602771769456,0.000456144584512656,-2.24669049083006e-07
5913,"424120","Lingo2","middle",0.000954047021671506,9.8,45.7,9.8,35.9,3.66326530612245,2.37954613413017,3.60821155104648,1.29835490981771,1.22866541691631,0.339014694083952,4.52648374948798,0.000455918545754599,-2.27408467031022e-07
5914,"177500","Spryd7","middle",0.000954186079870949,29,152.5,29,123.5,4.25862068965517,3.40119738166216,4.82430571590476,1.44894532608156,1.42310833424261,0.366732678161457,4.52693955387293,0.000455689767578594,-2.30147884979041e-07
5915,"66172","Crebrf","middle",0.000954424620395916,111.8,402.7,111.8,290.9,2.60196779964222,4.72561633906396,5.67641127786007,0.956268004780157,0.95079493879611,0.359655143070797,4.52739512810999,0.000455458249984641,-2.32887302927058e-07
5916,"129049","Ccdc92","middle",0.000954429044401184,24.4,39.8,24.4,15.4,0.631147540983606,3.23474917402449,2.79728133483015,-0.460215622879573,-0.437467839194338,0.250392612809274,4.52785046945976,0.00045522399297274,-2.35626720875074e-07
5917,"93708","Slc35b1","middle",0.000955169787931359,6.2,20.7,6.2,14.5,2.33870967741935,1.97408102602201,2.7408400239252,0.849599357375483,0.766758997903191,0.304653622850781,4.5283055751828,0.000454986996542891,-2.38366138823091e-07
5918,"282841","Lmo4","middle",0.000955310755180106,247.2,11390.7,247.2,11143.5,45.0788834951456,5.51423487277051,9.31870138164625,3.80841392167643,3.80446650887574,0.545260717090671,4.5287604425397,0.000454747260695094,-2.4110555677111e-07
5919,"515091","Dhx30","middle",0.000955496958672036,192.6,2532.8,192.6,2340.2,12.1505711318795,5.26579417484248,7.75841889741707,2.49737617542083,2.49262472257459,0.461828769389728,4.52921506879105,0.000454504785429349,-2.43844974719126e-07
5920,"461322","Ccdc175","middle",0.000956590126846006,8.8,12.2,8.8,3.4,0.386363636363636,2.28238238567653,1.48160454092422,-0.950976289862046,-0.800777844752311,0.209862179677298,4.52966945119742,0.000454259570745656,-2.46584392667143e-07
5921,"142532","Camk1g","middle",0.000956673309951718,77.8,646.2,77.8,568.4,7.30591259640103,4.36691299686383,6.34458317484394,1.9886839650386,1.9776701779801,0.415938115138556,4.5301235870194,0.000454011616644015,-2.49323810615159e-07
5922,"540515","Glb1l","middle",0.000956863485204531,4.4,10.3,4.4,5.9,1.34090909090909,1.68639895357023,1.93152141160321,0.293347809987458,0.245122458032985,0.267585831143029,4.53057747351757,0.000453760923124426,-2.52063228563176e-07
5923,"71470","Tnfsf13","middle",0.00095723977744232,29.2,41.2,29.2,12,0.410958904109589,3.40784192438082,2.56494935746154,-0.889262059486235,-0.842892566919287,0.228223585998125,4.53103110795251,0.000453507490186888,-2.54802646511195e-07
5924,"129775","Atp2a2","middle",0.00095784981506143,12.2,24.7,12.2,12.5,1.02459016393443,2.58021682959233,2.60268968544438,0.0242926925690447,0.0224728558520586,0.267906851182725,4.53148448758481,0.000453251317831403,-2.57542064459211e-07
5925,"564784","Steep1","middle",0.000958000648019683,44.6,389.3,44.6,344.7,7.72869955156951,3.81990771652034,5.84557134692758,2.0449406144968,2.02566363040724,0.409963199056094,4.53193760967504,0.00045299240605797,-2.60281482407228e-07
5926,"504420","Aplp2","middle",0.000958581233013316,175.6,4067.3,175.6,3891.7,22.1623006833713,5.17388728816986,8.26685828324883,3.09839267794178,3.09297099507897,0.496628281582231,4.53239047148378,0.000452730754866589,-2.63020900355245e-07
5927,"504994","Nrgn","middle",0.000958673336692873,2881.4,304043.3,2881.4,301161.9,104.51929617547,7.96637855943388,12.6154065933506,4.64937170675555,4.64902803391667,0.636864261141518,4.53284307027163,0.000452466364257259,-2.65760318303264e-07
5928,"456196","Grhl1","middle",0.000958703763914264,10,8.5,10,0,NA,2.39789527279837,0,NA,-2.39789527279837,0.0872967811487739,4.53329540329916,0.000452199234229982,-2.6849973625128e-07
5929,"78980","Nol11","middle",0.000958724832806555,9.6,22.3,9.6,12.7,1.32291666666667,2.36085400111802,2.61739583283408,0.279838894990755,0.256541831716058,0.278899776510399,4.53374746782695,0.000451929364784757,-2.71239154199297e-07
5930,"8664","Gsk3a","middle",0.000959372543316458,44.4,346.3,44.4,301.9,6.79954954954955,3.8155121050473,5.71340271803319,1.91685636727461,1.89789061298589,0.402156348710648,4.53419926111559,0.000451656755921583,-2.73978572147313e-07
5931,"453718","Rasgrp3","middle",0.000959731061136039,5.4,145.8,5.4,140.4,26,1.85629799036563,4.95159275346247,3.25809653802148,3.09529476309685,0.445273839093275,4.53465078042565,0.000451381407640462,-2.76717990095332e-07
5932,"556264","Dlgap1","middle",0.000960041657652582,80.6,855.8,80.6,775.2,9.61786600496278,4.40182926197006,6.65441021893481,2.26362241106397,2.25258095696474,0.433142532998572,4.53510202301773,0.000451103319941393,-2.79457408043349e-07
5933,"273146","Sclt1","middle",0.000960077448534943,8.2,9.7,8.2,1.5,0.182926829268293,2.21920348405499,0.916290731874155,-1.69866904616204,-1.30291275218084,0.173077023901305,4.5355529861524,0.000450822492824375,-2.82196825991365e-07
5934,"66619","Wwc1","middle",0.000960206744052593,166.4,2460.8,166.4,2294.4,13.7884615384615,5.12038615805537,7.73866239924657,2.62383212201819,2.61827624119119,0.467037431234437,4.53600366709024,0.00045053892628941,-2.84936243939382e-07
5935,"158927","Jakmip1","middle",0.000960785432251016,3,4.5,3,1.5,0.5,1.38629436111989,0.916290731874155,-0.693147180559945,-0.470003629245735,0.213431735594815,4.53645406309184,0.000450252620336497,-2.87675661887398e-07
5936,"549872","RGD1306941","middle",0.000960859317215981,3,3.5,3,0.5,0.166666666666667,1.38629436111989,0.405465108108164,-1.79175946922805,-0.980829253011726,0.169680882988276,4.53690417141777,0.000449963574965635,-2.90415079835417e-07
5937,"42631","Kcnc1","middle",0.000960991419184192,149.8,432.7,149.8,282.9,1.88851802403204,5.01595445557386,5.64862206347893,0.635792407224402,0.63266760790507,0.345172437415937,4.53735398932863,0.000449671790176826,-2.93154497783434e-07
5938,"294768","Ccdc39","middle",0.000961148973348424,7,26,7,19,2.71428571428571,2.07944154167984,2.99573227355399,0.998528830111127,0.916290731874155,0.315428310065409,4.53780351408499,0.000449377265970068,-2.9589391573145e-07
5939,"147639","-","middle",0.000961432045486533,318.2,11979.2,318.2,11661,36.6467630421119,5.76581786557565,9.3640909717821,3.60132510361665,3.59827310620645,0.536937388185687,4.53825274294743,0.000449080002345363,-2.98633333679467e-07
5940,"14328","LOC103691146","middle",0.000961544840015172,13.4,60.3,13.4,46.9,3.5,2.66722820658195,3.86911550441687,1.25276296849537,1.20188729783491,0.341747571444532,4.53870167317654,0.000448779999302709,-3.01372751627486e-07
5941,"151223","Susd4","middle",0.000961831627181405,154.2,2420.7,154.2,2266.5,14.6984435797665,5.04471460774912,7.72643318198929,2.68774160925167,2.68171857424017,0.469631329821141,4.53915030203289,0.000448477256842108,-3.04112169575502e-07
5942,"259230","Wwp2","middle",0.000961971798663167,7.4,15.8,7.4,8.4,1.13513513513514,2.12823170584927,2.24070968927596,0.126751705639144,0.11247798342669,0.266137810913671,4.53959862677708,0.000448171774963558,-3.06851587523519e-07
5943,"458921","Coch","middle",0.000962352679241941,31.6,73.3,31.6,41.7,1.31962025316456,3.48431228837266,3.75419892023458,0.277344008211889,0.269886631861917,0.297964259451344,4.54004664466968,0.000447863553667061,-3.09591005471535e-07
5944,"104097","Lsamp","middle",0.000962728848251068,21.6,20.8,21.6,0,NA,3.11794990627824,0,NA,-3.11794990627824,0.0634899645386989,4.54049435297128,0.000447552592952615,-3.12330423419552e-07
5945,"548540","LOC102547518","middle",0.000962991558142646,58.6,206.8,58.6,148.2,2.52901023890785,4.0876555740713,5.00528768776966,0.92782801627902,0.917632113698357,0.347188561392811,4.54094174894245,0.000447238892820222,-3.15069841367571e-07
5946,"11489","Lin7b","middle",0.000963675353901525,194.2,10557.7,194.2,10363.5,53.36508753862,5.27402467397899,9.24614178443957,3.97715674073973,3.97211711046057,0.55144574903769,4.54138882984378,0.00044692245326988,-3.17809259315587e-07
5947,"11387","Prrg2","middle",0.000963903092940346,7.6,14.8,7.6,7.2,0.947368421052632,2.15176220325946,2.10413415427021,-0.0540672212702756,-0.0476280489892544,0.256391728445587,4.54183559293585,0.000446603274301591,-3.20548677263604e-07
5948,"497230","Xpnpep3","middle",0.00096447894564169,14,32.5,14,18.5,1.32142857142857,2.70805020110221,2.9704144655697,0.27871340246902,0.262364264467491,0.284849312620109,4.54228203547924,0.000446281355915353,-3.23288095211621e-07
5949,"223387","Macroh2a1","middle",0.000965313838112061,21.8,66.2,21.8,44.4,2.03669724770642,3.1267605359604,3.8155121050473,0.711329499643136,0.688751569086907,0.317705584153499,4.54272815473454,0.000445956698111167,-3.26027513159639e-07
5950,"253072","Lcat","middle",0.000965327410584207,29.2,113.2,29.2,84,2.87671232876712,3.40784192438082,4.44265125649032,1.05664808956908,1.03480933210949,0.343272318253812,4.54317394796233,0.000445629300889034,-3.28766931107656e-07
5951,"234326","Lrrtm2","middle",0.000966209133232101,3.6,64.8,3.6,61.2,17,1.52605630349505,4.13035499974513,2.83321334405622,2.60429869625008,0.411557749335383,4.54361941242318,0.000445299164248952,-3.31506349055673e-07
