"rank","feature_id","gene_symbol","abs_loading","mu","variance","nb1","nb2","alpha_mu","log_variance","log_nb1","log_nb2","log_alpha_mu","nb_gap","var_fit","d1","d2","nb_support"
1,"615","-",0,0,0,0,0,NA,0,0,0,NA,0,-0.386763376298349,0.0010599474240296,-8.12697461739393e-08,0.179593581289942
2,"926","-",0,0,0,0,0,NA,0,0,0,NA,0,-0.385703468976888,0.00105986775119631,-7.8075920421553e-08,0.179593581289942
3,"1110","Epm2a",0,0,0,0,0,NA,0,0,0,NA,0,-0.384643639731348,0.00105979127218876,-7.48820946691666e-08,0.179593581289942
4,"3346","Adcy2",0,0,0,0,0,NA,0,0,0,NA,0,-0.383583885367902,0.00105971798700697,-7.16882689167803e-08,0.179593581289942
5,"3458","LOC501406",0,0,0,0,0,NA,0,0,0,NA,0,-0.382524202692725,0.00105964789565093,-6.8494443164394e-08,0.179593581289942
6,"4124","Rgs17",0,0,0,0,0,NA,0,0,0,NA,0,-0.381464588511992,0.00105958099812064,-6.53006174120077e-08,0.179593581289942
7,"4233","Cnksr3",0,0,0,0,0,NA,0,0,0,NA,0,-0.380405039631875,0.0010595172944161,-6.21067916596214e-08,0.179593581289942
8,"5250","Pde10a",0,0,0,0,0,NA,0,0,0,NA,0,-0.379345552858551,0.00105945678453732,-5.89129659072351e-08,0.179593581289942
9,"5332","Pde10a",0,0,0,0,0,NA,0,0,0,NA,0,-0.378286124998192,0.00105939946848429,-5.57191401548488e-08,0.179593581289942
10,"6683","Usp29",0,0,0,0,0,NA,0,0,0,NA,0,-0.377226752856974,0.00105934534625701,-5.25253144024624e-08,0.179593581289942
11,"7592","Mzf1",0,0,0,0,0,NA,0,0,0,NA,0,-0.376167433241069,0.00105929441785548,-4.93314886500761e-08,0.179593581289942
12,"7955","Fkrp",0,0,0,0,0,NA,0,0,0,NA,0,-0.375108162956654,0.00105924668327971,-4.61376628976898e-08,0.179593581289942
13,"7995","Calm3",0,0,0,0,0,NA,0,0,0,NA,0,-0.374048938809901,0.00105920214252969,-4.29438371453035e-08,0.179593581289942
14,"8035","Hif3a",0,0,0,0,0,NA,0,0,0,NA,0,-0.372989757606986,0.00105916079560542,-3.97500113929172e-08,0.179593581289942
15,"8127","Ppm1n",0,0,0,0,0,NA,0,0,0,NA,0,-0.371930616154082,0.0010591226425069,-3.65561856405309e-08,0.179593581289942
16,"8269","Apoc4",0,0,0,0,0,NA,0,0,0,NA,0,-0.370871511257364,0.00105908768323414,-3.33623598881445e-08,0.179593581289942
17,"8739","Tmem91",0,0,0,0,0,NA,0,0,0,NA,0,-0.369812439723005,0.00105905591778713,-3.01685341357582e-08,0.179593581289942
18,"8841","Epc2l1",0,0,0,0,0,NA,0,0,0,NA,0,-0.368753398357181,0.00105902734616587,-2.69747083833719e-08,0.179593581289942
