"crossing_rank","crossing_type"
26.54000965299,"sign_change"
1217.29165369898,"sign_change"
2561.45441886153,"sign_change"
3187.83834585413,"sign_change"
3901.93871967091,"sign_change"
4434.45916512436,"sign_change"
5389.36130406172,"sign_change"
6059.06321277755,"sign_change"
6589.3680583704,"sign_change"
6656.05352329003,"sign_change"
7386.43324728488,"sign_change"
8022.85510489586,"sign_change"
8713.95588182175,"sign_change"
9196.15401439314,"sign_change"
9746.86304058458,"sign_change"
10053.1249041237,"sign_change"
10480.5057005566,"sign_change"
10788.2219052536,"sign_change"
10814.0526722597,"sign_change"
11605.3331298172,"sign_change"
12143.1850951609,"sign_change"
12190.4649023501,"sign_change"
13427.7129512798,"sign_change"
14111.2939026193,"sign_change"
14989.4732622293,"sign_change"
15449.7599813704,"sign_change"
16689.6199032681,"sign_change"
17359.093418999,"sign_change"
17920.8194928764,"sign_change"
18370.0159748745,"sign_change"
18568.1010927763,"sign_change"
18803.9486038853,"sign_change"
18973.0605788866,"sign_change"
19488.1069571373,"sign_change"
21202.4044816395,"sign_change"
22049.0590440457,"sign_change"
23383.4502702245,"sign_change"
24067.1501889679,"sign_change"
24488.0745993896,"sign_change"
24539.8695925648,"sign_change"
25103.0621697139,"sign_change"
25552.144961282,"sign_change"
26233.8494859284,"sign_change"
26726.3074775128,"sign_change"
27197.7865243493,"sign_change"
27543.6146831621,"sign_change"
27802.7843919652,"sign_change"
28309.1332164094,"sign_change"
28401.5861582239,"sign_change"
28742.0917849335,"sign_change"
28891.886040685,"sign_change"
29090.7452650935,"sign_change"
29165.4168694847,"sign_change"
29949.0441352858,"sign_change"
30235.4309282928,"sign_change"
31743.0102687104,"sign_change"
