"crossing_rank","crossing_type"
26.4520216800259,"sign_change"
953.986983769723,"sign_change"
2095.3740879971,"sign_change"
2756.35831216086,"sign_change"
3482.08825915088,"sign_change"
3690.58206440384,"sign_change"
3956.1205099339,"sign_change"
4390.3700830672,"sign_change"
5399.59536794271,"sign_change"
6044.91349467057,"sign_change"
6766.04627961069,"sign_change"
7215.00328243266,"sign_change"
7840.3585621197,"sign_change"
8123.77192694614,"sign_change"
8509.01412546275,"sign_change"
9154.00715001975,"sign_change"
9549.50021935459,"sign_change"
9598.58291547332,"sign_change"
9997.08908293859,"sign_change"
10177.8810010321,"sign_change"
10650.5438518453,"sign_change"
11281.0079325667,"sign_change"
12819.4110328224,"sign_change"
13363.6843729783,"sign_change"
13740.6091300393,"sign_change"
14151.5940873374,"sign_change"
14921.8271092367,"sign_change"
15253.7828769686,"sign_change"
15700.4355323632,"sign_change"
16495.4186417954,"sign_change"
17030.3150755682,"sign_change"
17625.5326584252,"sign_change"
17922.20015307,"sign_change"
18149.186328247,"sign_change"
19045.8714175516,"sign_change"
19906.5017872018,"sign_change"
20759.7304882623,"sign_change"
20844.4775590403,"sign_change"
21315.856073698,"sign_change"
22252.0739140448,"sign_change"
23328.7260278084,"sign_change"
24216.1936667775,"sign_change"
25415.6006901054,"sign_change"
26218.5942713501,"sign_change"
26977.8859584155,"sign_change"
27388.02424443,"sign_change"
27682.4703602895,"sign_change"
28672.0830786834,"sign_change"
28955.9693623006,"sign_change"
29016.8159702771,"sign_change"
29291.4022617771,"sign_change"
29942.8612380834,"sign_change"
30105.3705337201,"sign_change"
31744.9982485489,"sign_change"
