"comparison","control_cutoff_mode","control_cutoff_rank","control_cutoff_fraction","treatment_cutoff_mode","treatment_cutoff_rank","treatment_cutoff_fraction","cutoff_range_rank_min","cutoff_range_rank_max","cutoff_range_fraction_min","cutoff_range_fraction_max"
"RT8_ZT14","first sustained upward departure from left-side baseline",16180,0.509493969833423,"first sustained upward departure from left-side baseline",5600,0.176339074849639,5600,16180,0.176339074849639,0.509493969833423
