"percentile","center_rank_trt","iod_amplitude_trt","cv2_amplitude_trt","iod_center_trt","cv2_center_trt","local_fourier_score_trt","center_rank_ctrl","iod_amplitude_ctrl","cv2_amplitude_ctrl","iod_center_ctrl","cv2_center_ctrl","local_fourier_score_ctrl","combined_center_rank","combined_iod_amplitude","combined_cv2_amplitude","combined_center_distance","combined_center_agreement","combined_fourier_score","rank_index","candidate_id","cutoff_value","cutoff_quantile","selected","selected_reason"
0.86,26260,0.245584922904801,0.744130272159399,26260,26260,2.1087234795137,26475,0.0742164960457598,0.3091168324365,26475,26475,1.59279316752726,26368,0.31980141895056,1.0532471045959,0,1,2.04068529473573,26368,"combined_fourier_candidate_1",2.44001478850651e-05,0.16382317498573,TRUE,"combined_fourier_max"
