"percentile","center_rank_trt","iod_amplitude_trt","cv2_amplitude_trt","iod_center_trt","cv2_center_trt","local_fourier_score_trt","center_rank_ctrl","iod_amplitude_ctrl","cv2_amplitude_ctrl","iod_center_ctrl","cv2_center_ctrl","local_fourier_score_ctrl","combined_center_rank","combined_iod_amplitude","combined_cv2_amplitude","combined_center_distance","combined_center_agreement","combined_fourier_score","rank_index","candidate_id","cutoff_value","cutoff_quantile","selected","selected_reason"
0.13,4017,0.122817164084432,0.153663738106211,4017,4017,1.46732719534553,4032,0.17677928497149,0.0939523421601298,4032,4032,1.37445155807135,4024,0.299596449055922,0.247616080266341,0,1,1.42780683237222,4024,"combined_fourier_candidate_1",0.000749429199791175,0.872577580747308,TRUE,"combined_fourier_max"
