"crossing_id","idx_left","idx_right","percentile_left","percentile_right","rank_left","rank_right","regime_difference_left","regime_difference_right","crossing_percentile","crossing_rank","left_window_positive_frac","right_window_negative_frac","stable_crossing"
"crossing_1",11,12,0.15,0.16,4599,4906,0.0252803941072561,-0.0529435600318003,0.153231797009688,4698,1,0,FALSE
