"comparison_name","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_standard_significant","n_HBFSS_significant","n_overlap_significant","n_strong_effect","n_weak_effect","evs_fixed_top_n","evs_cutoff_mode_main","evs_primary_preprocessing"
"RT2_ZT8","RT2_ZT8_remainder_dataset",26267,0.0140791261897766,1.85142429851311,0,20,0,0,4669,5000,"matched_curvature_wave","normalized"
