"comparison_name","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_standard_significant","n_HBFSS_significant","n_overlap_significant","n_strong_effect","n_weak_effect","evs_fixed_top_n","evs_cutoff_mode_main","evs_primary_preprocessing"
"RT2_ZT8","RT2_ZT8_leading_edge_dataset",5267,0.021881199030906,1.65992888351601,0,3,0,0,3856,5000,"matched_curvature_wave","normalized"
